id,sistema,nivel,x1_mm,y1_mm,z1_mm,x2_mm,y2_mm,z2_mm,radio_um,longitud_mm,presion_entrada,presion_salida,es_terminal
1578,ven,9,-3.0517,-13.0393,-10.0665,-6.2057,-13.5525,-11.4184,80.17,3.4696,16.73,17.82,0
1579,ven,9,-3.0517,-13.0393,-10.0665,-5.0857,-11.8748,-10.7036,87.32,2.4288,16.73,17.82,0
1580,ven,9,-4.1686,-16.0713,-10.6114,-7.2832,-16.6269,-12.1042,67.86,3.4983,16.73,17.82,1
1581,ven,9,-4.1686,-16.0713,-10.6114,-6.2256,-17.3999,-10.5989,69.57,2.4488,16.73,17.82,1
1582,ven,7,15.1071,5.5572,9.1041,12.731,7.7717,9.9599,125.06,3.3589,14.55,15.64,0
1583,ven,7,15.1071,5.5572,9.1041,14.3283,7.7611,8.8501,117.58,2.3512,14.55,15.64,1
1584,ven,8,-13.8231,17.961,7.9758,-15.6058,16.9564,5.9853,122.43,2.8548,15.64,16.73,1
1585,ven,8,-13.8231,17.961,7.9758,-15.208,16.5208,7.9457,124.21,1.9983,15.64,16.73,1
1586,ven,8,-12.099,18.042,11.218,-9.1574,17.3157,9.9633,133.03,3.2795,15.64,16.73,1
1587,ven,8,-12.099,18.042,11.218,-10.6571,16.4432,10.4214,128.35,2.2956,15.64,16.73,1
1588,ven,9,-25.9997,-11.4252,-2.8778,-24.3044,-13.4996,-1.6886,70.96,2.9311,16.73,17.82,1
1589,ven,9,-25.9997,-11.4252,-2.8778,-24.9452,-12.1069,-1.2551,74.86,2.0518,16.73,17.82,1
1590,ven,8,5.4277,15.6127,0.2944,5.9009,17.0573,4.1122,98.71,4.1093,15.64,16.73,1
1591,ven,8,5.4277,15.6127,0.2944,5.8397,15.1987,3.1109,107.11,2.8765,15.64,16.73,1
1592,ven,8,4.5012,13.4983,-0.9085,2.9944,16.6795,-1.8044,121.54,3.6322,15.64,16.73,1
1593,ven,8,4.5012,13.4983,-0.9085,2.5554,14.5794,-2.1372,121.2,2.5426,15.64,16.73,0
1594,ven,9,27.6158,14.0676,-1.3081,28.8812,14.2771,-4.895,75.28,3.8094,16.73,17.82,0
1595,ven,9,27.6158,14.0676,-1.3081,28.7677,15.9141,-2.8488,80.87,2.6665,16.73,17.82,1
1596,ven,9,27.6158,14.0676,-1.3081,30.4292,13.2453,-1.3306,80.8,2.9312,16.73,17.82,1
1597,ven,9,27.6158,14.0676,-1.3081,29.4643,14.5239,-0.5434,75.38,2.0518,16.73,17.82,1
1598,ven,7,6.5838,-0.9477,-13.4081,9.8288,-3.5707,-12.8765,128.57,4.2063,14.55,15.64,1
1599,ven,7,6.5838,-0.9477,-13.4081,8.1013,-2.5926,-15.3214,127.03,2.9444,14.55,15.64,0
1600,ven,4,33.9424,-9.8371,6.8086,34.1385,-6.4417,6.9677,295.2,3.4047,11.27,12.36,1
1601,ven,4,33.9424,-9.8371,6.8086,32.5304,-8.1449,7.7157,286.85,2.3833,11.27,12.36,1
1602,ven,4,33.9424,-9.8371,6.8086,33.5883,-8.9444,3.7044,301.84,3.2494,11.27,12.36,1
1603,ven,4,33.9424,-9.8371,6.8086,34.9994,-8.5592,5.2518,278.34,2.2746,11.27,12.36,1
1604,ven,7,15.2823,12.3569,-1.4025,16.2754,13.9398,-3.6014,150.63,2.8857,14.55,15.64,1
1605,ven,7,15.2823,12.3569,-1.4025,16.9234,13.0447,-2.3585,152.71,2.02,14.55,15.64,1
1606,ven,7,15.2823,12.3569,-1.4025,16.5574,12.7909,1.1461,148.02,2.8826,14.55,15.64,1
1607,ven,7,15.2823,12.3569,-1.4025,16.0929,11.5982,0.2824,154.99,2.0178,14.55,15.64,1
1608,ven,8,12.96,8.2105,-18.5087,14.7974,9.1132,-15.9211,91.2,3.2995,15.64,16.73,1
1609,ven,8,12.96,8.2105,-18.5087,14.0455,7.6248,-16.556,91.48,2.3096,15.64,16.73,1
1610,ven,8,12.96,8.2105,-18.5087,13.0163,5.5399,-18.9394,93.6,2.7056,15.64,16.73,1
1611,ven,8,12.96,8.2105,-18.5087,11.9888,6.6621,-19.005,88.8,1.8939,15.64,16.73,1
1612,ven,7,30.087,-16.3823,-8.8176,26.5383,-16.7535,-6.9258,144.82,4.0386,14.55,15.64,1
1613,ven,7,30.087,-16.3823,-8.8176,27.5945,-15.0701,-9.0576,141.16,2.827,14.55,15.64,1
1614,ven,9,0.2876,24.5474,4.0545,2.16,23.2991,1.7987,71.24,3.1863,16.73,17.82,1
1615,ven,9,0.2876,24.5474,4.0545,2.4396,24.1635,3.6116,73.64,2.2304,16.73,17.82,1
1616,ven,9,28.8995,-6.7332,-8.787,31.6816,-6.4525,-8.8762,77.8,2.7976,16.73,17.82,1
1617,ven,9,28.8995,-6.7332,-8.787,30.529,-6.2139,-9.7409,84.38,1.9583,16.73,17.82,1
1618,ven,5,22.6481,19.2522,10.5705,19.1175,19.7642,9.9212,187.97,3.6262,12.36,13.45,1
1619,ven,5,22.6481,19.2522,10.5705,20.3366,19.7244,11.5069,178.27,2.5383,12.36,13.45,1
1620,ven,8,-11.1873,22.8138,0.6404,-14.4821,22.6642,0.6385,102.62,3.2981,15.64,16.73,1
1621,ven,8,-11.1873,22.8138,0.6404,-13.2105,23.577,1.4495,104.66,2.3087,15.64,16.73,0
1622,ven,8,5.658,-11.7299,12.3995,6.1549,-13.9132,10.3178,93.41,3.0573,15.64,16.73,1
1623,ven,8,5.658,-11.7299,12.3995,4.7168,-13.2149,11.1792,96.58,2.1401,15.64,16.73,1
1624,ven,8,6.4068,-9.1763,11.3842,8.7891,-10.5634,10.8117,105.12,2.8155,15.64,16.73,1
1625,ven,8,6.4068,-9.1763,11.3842,7.2742,-10.9078,11.7501,105.93,1.9709,15.64,16.73,1
1626,ven,2,-3.3928,-22.3828,-2.735,-6.5018,-21.9324,-1.2059,382.37,3.4939,9.09,10.18,1
1627,ven,2,-3.3928,-22.3828,-2.735,-5.6871,-23.1573,-2.3919,391.74,2.4457,9.09,10.18,1
1628,ven,8,9.7421,6.3264,15.0275,8.2767,9.6995,15.5968,92.82,3.7215,15.64,16.73,0
1629,ven,8,9.7421,6.3264,15.0275,8.296,7.9736,16.4352,93.76,2.605,15.64,16.73,1
1630,ven,7,0.4386,-17.3794,2.7674,-3.3748,-18.6208,2.7525,110.75,4.0104,14.55,15.64,0
1631,ven,7,0.4386,-17.3794,2.7674,-1.194,-19.4175,3.7977,111.07,2.8073,14.55,15.64,1
1632,ven,8,-41.1136,3.4863,4.866,-40.7026,1.8506,8.6183,112.28,4.1139,15.64,16.73,0
1633,ven,8,-41.1136,3.4863,4.866,-42.3694,3.8033,7.438,113.52,2.8797,15.64,16.73,1
1634,ven,9,-29.7382,12.7922,-9.1779,-30.848,15.8615,-8.6751,98.39,3.3023,16.73,17.82,1
1635,ven,9,-29.7382,12.7922,-9.1779,-29.8812,14.458,-7.5816,96.73,2.3116,16.73,17.82,1
1636,ven,8,9.7022,-14.2189,-13.1571,8.6503,-11.4757,-15.6673,119.43,3.8643,15.64,16.73,0
1637,ven,8,9.7022,-14.2189,-13.1571,8.1371,-12.0477,-13.5485,117.33,2.705,15.64,16.73,0
1638,ven,8,-37.7656,5.5313,-8.6456,-37.5939,8.1289,-9.9926,106.64,2.9311,15.64,16.73,1
1639,ven,8,-37.7656,5.5313,-8.6456,-36.9925,6.4975,-10.2822,112.12,2.0518,15.64,16.73,1
1640,ven,9,25.0516,-13.7133,6.0902,27.8456,-14.2604,8.8448,72.9,3.9615,16.73,17.82,1
1641,ven,9,25.0516,-13.7133,6.0902,26.3916,-11.8657,7.6653,78.68,2.7731,16.73,17.82,1
1642,ven,7,19.0952,3.094,4.7152,22.062,2.5097,2.8755,118.15,3.5395,14.55,15.64,1
1643,ven,7,19.0952,3.094,4.7152,21.3459,3.7993,3.9565,121.89,2.4776,14.55,15.64,1
1644,ven,7,-3.221,0.6064,17.6539,-1.9123,2.8163,19.0652,89.09,2.9306,14.55,15.64,1
1645,ven,7,-3.221,0.6064,17.6539,-3.0016,1.6801,19.388,92.07,2.0514,14.55,15.64,1
1646,ven,9,-12.1487,-7.8182,11.7223,-14.9001,-8.6777,10.7139,86.16,3.0539,16.73,17.82,1
1647,ven,9,-12.1487,-7.8182,11.7223,-12.8798,-9.3683,10.4447,80.47,2.1377,16.73,17.82,1
1648,ven,10,-21.5716,-10.1583,10.0659,-21.4407,-12.2929,7.982,70.71,2.986,17.82,18.91,1
1649,ven,10,-21.5716,-10.1583,10.0659,-20.8954,-10.5891,8.1356,67.49,2.0902,17.82,18.91,0
1650,ven,9,-25.1071,0.2113,3.2066,-26.7264,3.3256,4.7898,93.02,3.8507,16.73,17.82,1
1651,ven,9,-25.1071,0.2113,3.2066,-24.3003,2.6849,3.9108,95.17,2.6955,16.73,17.82,0
1652,ven,9,-24.9803,-0.7183,0.5809,-26.3171,1.492,-1.2346,83.47,3.1573,16.73,17.82,1
1653,ven,9,-24.9803,-0.7183,0.5809,-25.9641,1.23,0.9285,81.1,2.2101,16.73,17.82,1
1654,ven,9,-22.5882,-10.9266,-8.6784,-23.0192,-13.7049,-7.541,79.93,3.0328,16.73,17.82,1
1655,ven,9,-22.5882,-10.9266,-8.6784,-23.0992,-12.9316,-9.154,84.75,2.1229,16.73,17.82,1
1656,ven,9,-22.5882,-10.9266,-8.6784,-20.3054,-12.771,-7.9229,85.57,3.0305,16.73,17.82,1
1657,ven,9,-22.5882,-10.9266,-8.6784,-20.6107,-11.1282,-9.4192,78.8,2.1213,16.73,17.82,1
1658,ven,10,43.4153,8.1709,2.3878,41.3172,8.745,4.0607,84.63,2.7442,17.82,18.91,1
1659,ven,10,43.4153,8.1709,2.3878,41.6435,8.9076,2.4774,85.87,1.9209,17.82,18.91,1
1660,ven,9,21.9508,19.9331,2.2047,19.5692,21.9334,2.9295,74.09,3.1935,16.73,17.82,1
1661,ven,9,21.9508,19.9331,2.2047,19.7743,20.2802,2.5784,70.17,2.2355,16.73,17.82,1
1662,ven,5,-11.5179,14.4161,17.0351,-8.1994,14.0183,16.7047,197.93,3.3585,12.36,13.45,1
1663,ven,5,-11.5179,14.4161,17.0351,-9.4194,15.3564,17.5245,188.26,2.351,12.36,13.45,1
1664,ven,9,-1.9917,7.5643,11.6122,0.3342,9.045,9.939,87.96,3.2251,16.73,17.82,1
1665,ven,9,-1.9917,7.5643,11.6122,-1.251,9.264,10.3241,94.07,2.2576,16.73,17.82,1
1666,ven,9,-1.9917,7.5643,11.6122,-1.8972,4.7672,12.2508,90.45,2.8706,16.73,17.82,1
1667,ven,9,-1.9917,7.5643,11.6122,-1.7769,5.8931,10.5174,92.0,2.0095,16.73,17.82,0
1668,ven,6,-19.5747,12.8226,12.4795,-21.7803,10.934,12.2099,155.04,2.9162,13.45,14.55,1
1669,ven,6,-19.5747,12.8226,12.4795,-20.389,11.1707,13.3599,158.21,2.0414,13.45,14.55,1
1670,ven,8,-9.355,5.7358,-17.8441,-9.8638,6.9951,-15.3794,114.64,2.8141,15.64,16.73,1
1671,ven,8,-9.355,5.7358,-17.8441,-10.3118,7.2865,-17.0956,123.48,1.9699,15.64,16.73,1
1672,ven,6,15.3615,-6.4523,-13.3315,16.9077,-5.8566,-15.5237,136.33,2.7479,13.45,14.55,1
1673,ven,6,15.3615,-6.4523,-13.3315,16.8145,-5.3021,-13.8469,128.7,1.9235,13.45,14.55,1
1674,ven,8,6.2442,-23.9856,-2.9,4.4473,-23.9881,-5.917,97.92,3.5116,15.64,16.73,0
1675,ven,8,6.2442,-23.9856,-2.9,6.02,-25.1248,-5.0666,90.95,2.4581,15.64,16.73,1
1676,ven,8,-33.7877,7.5871,2.1404,-33.2717,10.2352,1.0521,122.14,2.9091,15.64,16.73,1
1677,ven,8,-33.7877,7.5871,2.1404,-32.9943,8.2236,0.3762,118.31,2.0364,15.64,16.73,1
1678,ven,8,-15.8409,14.9341,-4.9925,-13.6614,16.2556,-3.8747,119.18,2.7832,15.64,16.73,1
1679,ven,8,-15.8409,14.9341,-4.9925,-14.0602,15.7103,-5.1417,125.34,1.9482,15.64,16.73,1
1680,ven,8,29.337,-0.746,8.278,32.0182,1.4866,8.7739,99.44,3.5241,15.64,16.73,1
1681,ven,8,29.337,-0.746,8.278,29.6433,1.5779,9.0466,94.82,2.4669,15.64,16.73,1
1682,ven,8,-16.6202,-0.5007,9.35,-16.6765,1.9321,7.3968,103.26,3.1203,15.64,16.73,1
1683,ven,8,-16.6202,-0.5007,9.35,-17.781,1.349,9.3958,102.01,2.1842,15.64,16.73,1
1684,ven,8,-16.6202,-0.5007,9.35,-16.1421,-3.237,9.6358,103.01,2.7924,15.64,16.73,1
1685,ven,8,-16.6202,-0.5007,9.35,-15.4269,-1.9191,8.7297,102.27,1.9547,15.64,16.73,1
1686,ven,8,-16.6202,-0.5007,9.35,-19.105,-1.27,10.1082,104.86,2.7094,15.64,16.73,1
1687,ven,8,-16.6202,-0.5007,9.35,-18.4236,-0.4271,8.7672,100.19,1.8966,15.64,16.73,1
1688,ven,8,-18.6484,-4.6373,0.1936,-17.9533,-7.4614,0.4042,100.81,2.916,15.64,16.73,1
1689,ven,8,-18.6484,-4.6373,0.1936,-18.842,-6.5237,-0.5616,92.22,2.0412,15.64,16.73,1
1690,ven,9,-25.532,-3.1346,15.8831,-22.661,-2.5772,17.2964,93.62,3.2482,16.73,17.82,1
1691,ven,9,-25.532,-3.1346,15.8831,-24.1453,-3.9624,17.4836,86.06,2.2737,16.73,17.82,1
1692,ven,6,4.7995,0.5208,18.008,4.4547,-1.3378,15.9112,128.86,2.8231,13.45,14.55,1
1693,ven,6,4.7995,0.5208,18.008,5.6852,-0.242,16.4146,133.62,1.9762,13.45,14.55,1
1694,ven,7,-26.3213,21.8086,4.5388,-28.1044,20.0746,6.5583,150.36,3.2038,14.55,15.64,1
1695,ven,7,-26.3213,21.8086,4.5388,-27.7267,21.9712,6.279,150.29,2.2427,14.55,15.64,1
1696,ven,8,-9.4303,9.2803,5.7138,-12.9279,11.5125,6.0306,129.01,4.1613,15.64,16.73,1
1697,ven,8,-9.4303,9.2803,5.7138,-11.7886,10.4989,4.5146,125.86,2.9129,15.64,16.73,1
1698,ven,8,-9.4303,9.2803,5.7138,-9.1979,5.9714,7.7105,124.93,3.8716,15.64,16.73,0
1699,ven,8,-9.4303,9.2803,5.7138,-10.9436,7.7196,7.3321,129.81,2.7101,15.64,16.73,1
1700,ven,9,-18.92,3.7746,-0.6028,-16.6483,6.6127,0.6049,64.79,3.8306,16.73,17.82,1
1701,ven,9,-18.92,3.7746,-0.6028,-16.745,4.5726,0.7472,69.19,2.6814,16.73,17.82,1
1702,ven,8,8.1013,-2.5926,-15.3214,9.572,-4.0126,-17.8467,104.02,3.2491,15.64,16.73,1
1703,ven,8,8.1013,-2.5926,-15.3214,9.4251,-4.2747,-16.0901,95.18,2.2743,15.64,16.73,1
1704,ven,9,28.9088,11.0982,7.9738,28.1242,9.3627,5.844,86.48,2.8572,16.73,17.82,1
1705,ven,9,28.9088,11.0982,7.9738,27.3838,10.2961,6.9584,82.66,2.0,16.73,17.82,1
1706,ven,11,35.0201,0.6655,-13.5839,33.0308,-0.832,-15.4575,61.46,3.1161,18.91,20.0,1
1707,ven,11,35.0201,0.6655,-13.5839,34.7033,0.5217,-15.7372,65.3,2.1813,18.91,20.0,1
1708,ven,8,-26.8148,14.3182,6.3805,-29.0331,13.2183,7.5646,124.68,2.7445,15.64,16.73,1
1709,ven,8,-26.8148,14.3182,6.3805,-27.6655,14.2948,8.1029,115.12,1.9212,15.64,16.73,1
1710,ven,9,-40.7026,1.8506,8.6183,-39.0628,2.6995,10.9299,91.23,2.9585,16.73,17.82,1
1711,ven,9,-40.7026,1.8506,8.6183,-38.8701,2.7305,9.0141,85.29,2.071,16.73,17.82,1
1712,ven,11,-34.6758,-11.0294,6.1941,-33.5295,-8.7807,4.0435,54.88,3.316,18.91,20.0,1
1713,ven,11,-34.6758,-11.0294,6.1941,-34.0876,-8.7987,5.9374,56.2,2.3212,18.91,20.0,1
1714,ven,8,5.6225,11.5033,4.1962,8.0596,10.5764,5.6938,120.55,3.0069,15.64,16.73,1
1715,ven,8,5.6225,11.5033,4.1962,7.4134,10.3977,4.2211,113.38,2.1048,15.64,16.73,1
1716,ven,8,5.6225,11.5033,4.1962,4.8248,10.3258,6.5646,112.37,2.7626,15.64,16.73,1
1717,ven,8,5.6225,11.5033,4.1962,3.9973,10.5574,4.6476,121.29,1.9338,15.64,16.73,1
1718,ven,8,29.5166,1.1345,-0.9694,31.2089,-0.7574,-2.091,127.85,2.7751,15.64,16.73,1
1719,ven,8,29.5166,1.1345,-0.9694,30.9882,1.0175,-2.232,129.92,1.9426,15.64,16.73,1
1720,ven,8,9.8117,-15.0128,-4.9415,9.5716,-17.5605,-3.5436,143.88,2.9159,15.64,16.73,1
1721,ven,8,9.8117,-15.0128,-4.9415,10.697,-16.664,-4.1315,131.54,2.0412,15.64,16.73,1
1722,ven,8,9.8117,-15.0128,-4.9415,9.4233,-13.8114,-2.5507,133.87,2.7038,15.64,16.73,1
1723,ven,8,9.8117,-15.0128,-4.9415,9.3864,-15.3474,-3.1279,142.23,1.8926,15.64,16.73,1
1724,ven,8,-14.1467,-15.6076,1.7043,-16.1533,-16.1094,-1.3251,92.26,3.6682,15.64,16.73,0
1725,ven,8,-14.1467,-15.6076,1.7043,-14.7074,-17.2158,-0.2173,96.16,2.5677,15.64,16.73,1
1726,ven,8,-14.1467,-15.6076,1.7043,-13.4845,-18.7203,3.2204,97.24,3.525,15.64,16.73,0
1727,ven,8,-14.1467,-15.6076,1.7043,-14.5292,-18.0092,2.1223,90.87,2.4675,15.64,16.73,1
1728,ven,8,-4.9612,21.2837,-1.1746,-6.9481,23.2924,-2.7695,106.87,3.2444,15.64,16.73,1
1729,ven,8,-4.9612,21.2837,-1.1746,-6.1038,23.2087,-0.7914,99.93,2.2711,15.64,16.73,1
1730,ven,8,-4.9612,21.2837,-1.1746,-3.1974,22.2454,-3.2234,102.0,2.8694,15.64,16.73,1
1731,ven,8,-4.9612,21.2837,-1.1746,-3.7363,22.7688,-1.7476,105.22,2.0086,15.64,16.73,1
1732,ven,8,-3.3748,-18.6208,2.7525,-3.8896,-16.0325,4.9362,83.51,3.4253,15.64,16.73,1
1733,ven,8,-3.3748,-18.6208,2.7525,-4.0165,-16.3106,2.7391,91.2,2.3977,15.64,16.73,1
1734,ven,9,-34.6205,-0.42,-13.4983,-31.7573,-1.1524,-13.7321,82.3,2.9646,16.73,17.82,1
1735,ven,9,-34.6205,-0.42,-13.4983,-33.0562,-0.6232,-14.8466,79.33,2.0752,16.73,17.82,1
1736,ven,8,-19.6504,2.0367,-13.1748,-19.644,2.9091,-16.2828,97.43,3.2281,15.64,16.73,1
1737,ven,8,-19.6504,2.0367,-13.1748,-21.2771,2.5143,-14.6687,106.51,2.2597,15.64,16.73,1
1738,ven,8,12.6121,-3.3637,6.9415,15.6882,-3.7997,7.0855,74.04,3.1102,15.64,16.73,1
1739,ven,8,12.6121,-3.3637,6.9415,14.2814,-2.365,5.9638,78.06,2.1771,15.64,16.73,1
1740,ven,8,-2.3367,14.4227,-10.1365,-3.5979,14.3207,-13.6474,104.85,3.732,15.64,16.73,1
1741,ven,8,-2.3367,14.4227,-10.1365,-3.2291,16.0262,-11.9958,99.38,2.6124,15.64,16.73,1
1742,ven,9,-26.2734,4.447,-13.9903,-29.3232,4.3526,-13.5197,93.32,3.0874,16.73,17.82,1
1743,ven,9,-26.2734,4.447,-13.9903,-28.3088,4.1151,-14.6366,87.99,2.1612,16.73,17.82,1
1744,ven,9,-42.8568,-3.6561,5.8116,-45.8418,-2.5247,3.9942,87.09,3.6734,16.73,17.82,1
1745,ven,9,-42.8568,-3.6561,5.8116,-43.5825,-2.6178,3.5739,86.36,2.5714,16.73,17.82,1
1746,ven,9,-24.4862,11.8911,-4.7332,-27.8756,12.2447,-4.2461,106.88,3.4424,16.73,17.82,1
1747,ven,9,-24.4862,11.8911,-4.7332,-26.5797,11.1963,-3.7631,106.5,2.4097,16.73,17.82,0
1748,ven,9,-24.2404,11.639,-6.5816,-23.2014,13.7879,-7.992,91.09,2.7725,16.73,17.82,1
1749,ven,9,-24.2404,11.639,-6.5816,-23.1043,13.2097,-6.6749,98.74,1.9407,16.73,17.82,1
1750,ven,9,-9.1979,5.9714,7.7105,-9.7962,5.5077,10.6638,98.74,3.0487,16.73,17.82,1
1751,ven,9,-9.1979,5.9714,7.7105,-9.0349,4.7424,9.4476,94.24,2.1341,16.73,17.82,1
1752,ven,8,28.1402,5.4321,-5.6325,28.6518,8.0491,-4.8103,137.31,2.7905,15.64,16.73,1
1753,ven,8,28.1402,5.4321,-5.6325,27.162,7.1177,-5.7638,147.81,1.9533,15.64,16.73,1
1754,ven,9,8.6503,-11.4757,-15.6673,6.0018,-9.1156,-15.278,92.65,3.5687,16.73,17.82,0
1755,ven,9,8.6503,-11.4757,-15.6673,6.2339,-11.8301,-15.142,98.57,2.4981,16.73,17.82,0
1756,ven,9,8.1371,-12.0477,-13.5485,5.6101,-11.3284,-12.8953,90.84,2.7073,16.73,17.82,1
1757,ven,9,8.1371,-12.0477,-13.5485,6.8086,-12.2708,-12.2155,93.19,1.8951,16.73,17.82,1
1758,ven,10,-24.3003,2.6849,3.9108,-23.9936,4.4181,6.0765,76.44,2.7907,17.82,18.91,1
1759,ven,10,-24.3003,2.6849,3.9108,-23.6572,2.9167,5.7408,76.72,1.9535,17.82,18.91,1
1760,ven,10,-31.771,-15.7647,-7.1401,-29.0143,-17.4292,-6.9942,66.31,3.2235,17.82,18.91,1
1761,ven,10,-31.771,-15.7647,-7.1401,-30.5005,-17.5138,-7.7867,65.53,2.2564,17.82,18.91,1
1762,ven,10,28.8812,14.2771,-4.895,25.3375,14.4242,-4.984,58.76,3.5479,17.82,18.91,1
1763,ven,10,28.8812,14.2771,-4.895,26.6335,13.5365,-5.648,54.31,2.4835,17.82,18.91,1
1764,ven,6,19.777,-3.0482,12.714,18.4025,-1.7673,15.6737,147.22,3.5056,13.45,14.55,1
1765,ven,6,19.777,-3.0482,12.714,18.6304,-1.2182,13.8795,151.1,2.454,13.45,14.55,1
1766,ven,9,-27.7996,-4.5632,2.6023,-29.1011,-7.4436,2.7316,96.61,3.1635,16.73,17.82,1
1767,ven,9,-27.7996,-4.5632,2.6023,-28.5539,-6.2415,3.8343,94.48,2.2144,16.73,17.82,1
1768,ven,8,15.7417,-12.1703,11.2529,13.9493,-14.9924,11.9027,106.97,3.4057,15.64,16.73,1
1769,ven,8,15.7417,-12.1703,11.2529,15.9041,-14.2995,12.3129,98.03,2.384,15.64,16.73,1
1770,ven,8,15.7417,-12.1703,11.2529,17.953,-10.8428,9.7731,107.03,2.9735,15.64,16.73,1
1771,ven,8,15.7417,-12.1703,11.2529,17.7381,-12.7067,11.0097,97.94,2.0815,15.64,16.73,1
1772,ven,9,8.2767,9.6995,15.5968,6.7371,10.6763,12.5173,73.47,3.5788,16.73,17.82,1
1773,ven,9,8.2767,9.6995,15.5968,8.7937,9.9471,13.1581,72.91,2.5052,16.73,17.82,1
1774,ven,7,6.9241,3.7734,-2.2811,5.6073,4.8111,-4.6028,125.14,2.8637,14.55,15.64,1
1775,ven,7,6.9241,3.7734,-2.2811,6.8457,4.6663,-4.0741,118.39,2.0046,14.55,15.64,1
1776,ven,9,28.1701,-7.7904,-3.7862,29.809,-10.0746,-2.2294,92.68,3.2135,16.73,17.82,1
1777,ven,9,28.1701,-7.7904,-3.7862,28.7642,-9.948,-3.5577,88.75,2.2495,16.73,17.82,1
1778,ven,8,-10.6947,5.1152,-3.6346,-9.6327,7.023,-6.0028,115.52,3.2212,15.64,16.73,0
1779,ven,8,-10.6947,5.1152,-3.6346,-11.4565,5.7497,-5.6598,116.02,2.2548,15.64,16.73,1
1780,ven,9,-16.1533,-16.1094,-1.3251,-15.0758,-15.7742,-3.8654,71.56,2.7797,16.73,17.82,1
1781,ven,9,-16.1533,-16.1094,-1.3251,-15.2336,-14.783,-2.4119,70.8,1.9458,16.73,17.82,1
1782,ven,10,-13.7436,-12.7482,13.595,-12.1737,-13.5722,11.4927,62.45,2.7501,17.82,18.91,1
1783,ven,10,-13.7436,-12.7482,13.595,-13.724,-13.202,11.7243,67.22,1.9251,17.82,18.91,1
1784,ven,9,2.5554,14.5794,-2.1372,-0.0565,16.1484,-2.2576,98.84,3.0493,16.73,17.82,1
1785,ven,9,2.5554,14.5794,-2.1372,1.601,16.0061,-3.406,92.78,2.1345,16.73,17.82,1
1786,ven,9,23.2734,-15.0673,-0.535,24.518,-12.8706,-2.3746,74.18,3.1239,16.73,17.82,1
1787,ven,9,23.2734,-15.0673,-0.535,22.9232,-12.9189,-0.7435,69.69,2.1868,16.73,17.82,1
1788,ven,10,6.0018,-9.1156,-15.278,6.4284,-9.2016,-18.1116,69.91,2.8668,17.82,18.91,1
1789,ven,10,6.0018,-9.1156,-15.278,7.6442,-8.9266,-16.4156,70.8,2.0068,17.82,18.91,1
1790,ven,10,6.2339,-11.8301,-15.142,4.5717,-11.8915,-17.701,79.51,3.0521,17.82,18.91,1
1791,ven,10,6.2339,-11.8301,-15.142,4.4485,-12.5539,-16.0656,82.37,2.1365,17.82,18.91,1
1792,ven,7,-2.0776,7.8939,-20.423,-4.3076,8.641,-18.9756,182.51,2.7615,14.55,15.64,1
1793,ven,7,-2.0776,7.8939,-20.423,-3.9249,8.3761,-20.7259,172.33,1.9331,14.55,15.64,1
1794,ven,8,-7.6511,-1.3155,8.9015,-9.3735,-0.8952,11.2384,72.28,2.9334,15.64,16.73,1
1795,ven,8,-7.6511,-1.3155,8.9015,-8.0596,0.0852,10.3463,77.48,2.0534,15.64,16.73,1
1796,ven,9,-13.4845,-18.7203,3.2204,-11.9261,-20.9922,3.945,78.88,2.8487,16.73,17.82,1
1797,ven,9,-13.4845,-18.7203,3.2204,-11.9596,-19.8907,2.69,81.28,1.9941,16.73,17.82,1
1798,ven,9,4.4473,-23.9881,-5.917,2.9561,-20.9935,-5.3237,84.04,3.3976,16.73,17.82,1
1799,ven,9,4.4473,-23.9881,-5.917,3.1627,-22.8577,-4.2653,77.13,2.3783,16.73,17.82,1
1800,ven,10,-6.2057,-13.5525,-11.4184,-7.7546,-15.4102,-10.0326,59.78,2.7876,17.82,18.91,1
1801,ven,10,-6.2057,-13.5525,-11.4184,-6.6834,-14.1265,-9.6157,59.63,1.9513,17.82,18.91,1
1802,ven,10,-5.0857,-11.8748,-10.7036,-3.0515,-10.269,-12.0994,74.6,2.9436,17.82,18.91,1
1803,ven,10,-5.0857,-11.8748,-10.7036,-4.3111,-10.9209,-12.3577,70.18,2.0605,17.82,18.91,1
1804,ven,8,12.3873,-7.3455,-3.7139,12.2577,-6.8243,-6.8835,108.43,3.2148,15.64,16.73,1
1805,ven,8,12.3873,-7.3455,-3.7139,13.9173,-6.4656,-5.11,101.74,2.2503,15.64,16.73,1
1806,ven,10,-26.5797,11.1963,-3.7631,-28.3843,9.9196,-6.0522,86.3,3.1822,17.82,18.91,1
1807,ven,10,-26.5797,11.1963,-3.7631,-27.4089,11.4474,-5.8153,82.15,2.2276,17.82,18.91,1
1808,ven,8,-9.452,18.2161,1.6077,-10.991,18.2722,-0.8991,96.5,2.942,15.64,16.73,1
1809,ven,8,-9.452,18.2161,1.6077,-9.0978,17.4209,-0.2587,103.85,2.0594,15.64,16.73,1
1810,ven,9,-26.8599,-7.3474,8.6327,-28.4064,-10.305,8.9705,72.24,3.3545,16.73,17.82,1
1811,ven,9,-26.8599,-7.3474,8.6327,-26.6354,-9.2335,10.0134,66.5,2.3482,16.73,17.82,1
